Codigo|Produtos|Codigo.Fiscal Regime Simples|Codigo.Fiscal Regime Normal|NCM|CST ICMS|CST PIS/ COFINS NA ENTRADA|CST PIS/ COFINS NA SAÍDA|CFOP
492|PLACA P/INTERRUPTOR B 28 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
493|PLACA P/INTERRUPTOR B 28 MARFIM 4X4|||9403.90.10|00|50|01|5102
494|PLACA P/INTERRUPTOR B 28 MOGNO 4X4|||9403.90.10|00|50|01|5102
495|PLACA P/INTERRUPTOR B 33 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
496|PLACA P/INTERRUPTOR B 33 MARFIM 4X4|||9403.90.10|00|50|01|5102
497|PLACA P/INTERRUPTOR B 33 MOGNO 4X4|||9403.90.10|00|50|01|5102
498|PLACA P/INTERRUPTOR B 35 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
499|PLACA P/INTERRUPTOR B 35 MARFIM 4X4|||9403.90.10|00|50|01|5102
500|PLACA P/INTERRUPTOR B 35 MOGNO 4X4|||9403.90.10|00|50|01|5102
501|PLACA P/INTERRUPTOR B 36 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
502|PLACA P/INTERRUPTOR B 36 MARFIM 4X4|||9403.90.10|00|50|01|5102
503|PLACA P/INTERRUPTOR B 36 MOGNO 4X4|||9403.90.10|00|50|01|5102
504|PLACA P/INTERRUPTOR B 38 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
505|PLACA P/INTERRUPTOR B 38 MARFIM 4X4|||9403.90.10|00|50|01|5102
506|PLACA P/INTERRUPTOR B 38 MOGNO 4X4|||9403.90.10|00|50|01|5102
507|PLACA P/INTERRUPTOR B 55 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
508|PLACA P/INTERRUPTOR B 55 MARFIM 4X4|||9403.90.10|00|50|01|5102
509|PLACA P/INTERRUPTOR B 55 MOGNO 4X4|||9403.90.10|00|50|01|5102
510|PLACA P/INTERRUPTOR B 56 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
511|PLACA P/INTERRUPTOR B 56 MARFIM 4X4|||9403.90.10|00|50|01|5102
512|PLACA P/INTERRUPTOR B 56 MOGNO 4X4|||9403.90.10|00|50|01|5102
513|PLACA P/INTERRUPTOR B 58 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
514|PLACA P/INTERRUPTOR B 58 MARFIM 4X4|||9403.90.10|00|50|01|5102
515|PLACA P/INTERRUPTOR B 58 MOGNO 4X4|||9403.90.10|00|50|01|5102
516|TRILHO GUIA 1,00 MT|83014000.5405.0500.0000|83014000.5405.0060.0000|8302.41.00|60|50|01|5405
517|TRILHO GUIA 2,00 MTS|||8302.41.00|60|50|01|5405
518|TRILHO GUIA 3,00 MTS|||8302.41.00|60|50|01|5405
519|BALAUSTRE IPE 6 X 0,92|||4407.29.20|00|50|01|5102
520|BALAUSTRE IPE 7 X 0,92|||4407.29.20|00|50|01|5102
521|BANCO DE SUCUPIRA PEQUENO|||9403.60.00|00|50|01|5102
522|BANCO DE SUCUPIRA GRANDE|||9403.60.00|00|50|01|5102
523|BAND AUX INNOT|||DÚVIDA|NT|NT|NT|
524|BAND AUX INNOT|||DÚVIDA|NT|NT|NT|
525|BAND TALH 380/440|||DÚVIDA|NT|NT|NT|
526|BAND TALH 380/440|||DÚVIDA|NT|NT|NT|
527|BAND TALH 380/440|||DÚVIDA|NT|NT|NT|
528|BAND TALH 380/440|||DÚVIDA|NT|NT|NT|
529|BAND TALH 441/520|||DÚVIDA|NT|NT|NT|
530|BAND TALH 441/520|||DÚVIDA|NT|NT|NT|
531|BAND TALH 441/520|||DÚVIDA|NT|NT|NT|
532|BAND TALH 441/520|||DÚVIDA|NT|NT|NT|
9361|FECH IDEA WC CRO|83014000.5405.0500.0000|83014000.5405.0060.0000|8301.40.00|60|50|01|5405
540|BARRA TRANS INNOTECH|||DÚVIDA|NT|NT|NT|
541|BASC COL 13CM 0,50X0,50 B015C|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
542|BASC COL 13CM 0,60X0,60 B015C|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
543|BASC COL 13CM 0,60X0,80 B015C|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
544|BASCULA COL 13CM 60X100 B015C|44181000.5102.0101.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
545|BASCULA COL 13CM 60X120 B015C|44181000.5102.0101.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
546|BASC COL 13CM 0,80X0,80 B015C|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
547|BASC COL 000CM B 5C 50X50|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
548|BASC COL 13CM B 5C 60 X 60|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
549|BASCULA COL 13CM 60X80 B 5C|44181000.5102.0101.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
550|BASCULA COL 13CM 80X80 B 5C|44181000.5102.0101.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
551|BASC COL 9CM S/V 0,50 X 0,50|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
552|BASC COL 9CM S/V 0,60 X 0,60|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
553|BASC COL 9CM S/V 0,60 X 0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
554|BASC COL 9CM S/V 0,60 X 1,00|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
555|BASC COL 9CM S/V 0,60 X 1,20|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
556|BASC COL 9CM S/V 0,80 X 0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
557|BASC COL 9CM B 5R 50 X 50|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
558|BASC COL 9CM B 5R 60 X 60|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
559|BASC COL 9CM B 5R 60 X 80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
560|BASC COL 9CM B 5R 80 X 80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
561|BASC COL 9CM B 7C 50 X 50|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
562|BASC COL 9CM B 7C 60 X 60|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
563|BASC COL 9CM B 7C 60 X 80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
564|BASC COL 9CM B 7C 80 X 80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
565|BASC COL 9CM B 013 0,50 X 0,50|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
566|BASC COL 9CM B 013 0,60 X 0,60|44181011.5405.0500.0000|44181011.5405.0060.0000|7610.10.00|60|50|01|5405
567|BASC COL 9CM B 013 0,60 X 0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
568|BASC COL 9CM B 013 0,80 X 0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
569|BASC COL 9CM PAP21 0,60 X 0,60|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
570|BASC COL 9CM PAP21 0,60 X 0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
571|BASC COL 9CM PAP21 0,80 X 0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
572|BASC COL 9CM PAP21 0,50 X 0,50|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
581|BASC MAX-AR ARCO 14 CM C/F 0,60X0,60|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
582|BASC MAX-AR ARCO 14 CM C/F 0,80X0,60|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
583|BASC MAX-AR ARCO 14 CM C/F 0,80X0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
584|BASC MAX-AR ARCO 14 CM C/F 1,20X0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
585|BASC MAX-AR ARCO 14 CM C/F 1,60X0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
586|BASC MAX-AR ARCO 14 CM C/F 1,80X0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
587|BASC MAX-AR RETO 14 CM C/F 0,60X0,60|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
588|BASC MAX-AR RETO 14 CM C/F 0,80X0,60|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
589|BASC MAX-AR RETO 14 CM C/F 0,80X0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
590|BASC MAX-AR RETO 14 CM C/F 1,20X0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
591|BASC MAX-AR RETO 14 CM C/F 1,60X0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
592|BASC MAX-AR RETO 14 CM C/F 1,80X0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
593|BASC RETA 13 CM 0,50 X 0,50 B015R|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
594|BASCULA RETA 13 CM 1,20 X 0,30 |44181000.5102.0101.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
595|BASCULA RETA 13 CM 0,60 X 0,80|44181000.5102.0101.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
596|BASCULA RETA 13 CM 0,60 X 1,00|44181000.5102.0101.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
597|BASCULA RETA 13 CM 0,60 X 1,20|44181000.5102.0101.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
598|BASCULA  FOLHA RETA 13 CM 0,80X0,80|44181000.5102.0101.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
599|BASC RETA 13 CM B 5R 50X50|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
600|BASC RETA 13 CM B 5R 60X60|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
601|BASC RETA 13 CM B 5R 60X80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
602|BASC RETA 13 CM B 5R 80X80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
603|BASC RETA 9 CM 0,50X0,50 PAP21 B007|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
604|BASC RETA 9 CM 0,60X0,60 PAP21 B007|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
605|BASC RETA 9 CM 0,60X0,80 PAP21 B007|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
608|BASC RETA 9 CM 0,80X0,80 PAP21 B007|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
609|BASC RETA 9 CM B 5R 50X50|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
610|BASC RETA 9 CM B 5R 60X60|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
611|BASC RETA 9 CM B 5R 60X80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
612|BASC RETA 9 CM B 5R 80X80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
613|BASC RETA 9 CM B 7R 50X50|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
614|BASC RETA 9 CM B 7R 60X60|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
615|BASC RETA 9 CM B 7R 60X80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
616|BASC RETA 9 CM B 7R 80X80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
621|BASC RETA 9 CM S/V 0,60X1,00|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
622|BASC RETA 9 CM S/V 0,60X1,20|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
623|BASC RETA 9 CM S/V 0,50X0,50|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
625|BASC RETA 9 CM S/V 0,60X0,60|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
626|BASC RETA 9 CM S/V 0,60X0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
627|BASC RETA 9 CM S/V 0,80X0,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
629|BASE IPE 12 X  FAIXA|44181000.5102.0101.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
630|BASE SELEKTA T22/9|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
631|BASE TRANS UNIAO EB 392|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
72,972001|BASE TELESC GIRATORIA PRETA|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
633|BATENTE AUTO-ADESIVO|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
40504|BATENTE MUNDIAL PORTA LO|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
40508|BATENTE MUNDIAL PORTA CRO|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
40008|BATENTE P/JANELA ABERTO|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
40108|BATENTE P/JANELA FECHADO|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
642|BETUME 200GR|||2713.20.00|00|50|01|5102
643|BETUME 500GR|||2713.20.00|00|50|01|5102
647|BLOCO 15 X 15 AP P/TELH OXI 1A|||DÚVIDA|NT|NT|NT|
648|BLOCO 20 X 20 AP P/TELH OXI 1A|||DÚVIDA|NT|NT|NT|
649|BLOCO 15 X 15 BR P/TELH OXI 1A|||DÚVIDA|NT|NT|NT|
650|BLOCO 20 X 20 BR P/TELH OXI 1A|||DÚVIDA|NT|NT|NT|
651|BLOCO 15 X 15 MACARANDUBA AP|||DÚVIDA|NT|NT|NT|
652|BLOCO 20 X 20 MACARANDUBA AP|||DÚVIDA|NT|NT|NT|
653|MACARANDUBA BLOCO BR 14X14 |44079990.5102.0101.0000||4407.99.90|00|50|01|5102
654|BLOCO 20 X 20 MACARANDUBA BR|||DÚVIDA|NT|NT|NT|
655|BOBINA PLAST BRANCO BR 100 MM|83021000.5405.0500.0000|83021000.5405.0060.0000|3923.40.00|00|50|01|5102
656|BOBINA PLAST BRANCO TX 100 MM|83021000.5405.0500.0000|83021000.5405.0060.0000|3923.40.00|00|50|01|5102
657|BOBINA PLAST CINZA PLATINA TX 50 MM|83021000.5405.0500.0000|83021000.5405.0060.0000|3923.40.00|00|50|01|5102
658|BOBINA PLAST BRANCO LACAN 100 MM|83021000.5405.0500.0000|83021000.5405.0060.0000|3923.40.00|00|50|01|5102
659|BOLA/PINHA IPE 7|||DÚVIDA|NT|NT|NT|
660|BOLA/PINHA IPE 9|||DÚVIDA|NT|NT|NT|
41108|BORBOLETA MUNDIAL PAR L.O|||DÚVIDA|NT|NT|NT|
662|MASSA S12 BRANCA 200 ML|32091010.5405.0500.0000|32091010.5405.0060.0000|3214.90.00|60|50|01|5405
663|MASSA S12 BRANCA 400 ML|32091010.5405.0500.0000|32091010.5405.0060.0000|3214.90.00|60|50|01|5405
3691|FECH BRAVA EXT L.O.|83014000.5405.0500.0000|83014000.5102.0000.2000|8301.40.00|60|50|01|5405
3692|FECH BRAVA INT L.O.|83014000.5405.0500.0000|83014000.5102.0000.2000|8301.40.00|60|50|01|5405
3693|FECH BRAVA WC  L.O.|83014000.5405.0500.0000|83014000.5102.0000.2000|8301.40.00|60|50|01|5405
678|BROCA BM 05 MM DIREITA|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
679|BROCA BM 05 MM ESQUERDA|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
680|BROCA BM 07 MM DIREITA|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
681|BROCA BM 10 MM DIREITA|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
682|BROCA BM 10 MM ESQUERDA|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
683|BROCA BM 35 MM DIREITA|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
684|BROCA CHATA DORMER 1|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
685|BROCA CHATA DORMER 1/2 FPB|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
686|BROCA CHATA DORMER 26 M|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
687|BROCA CHATA DORMER 3/4 FPB|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
688|BROCA CHATA DORMER 3/8 FPB|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
689|BROCA CHATA DORMER 35 M|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
690|BROCA CHATA DORMER 5/16 FPB|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
691|BROCA CHATA DORMER 5/8 FPB|82075019.5405.0500.0000|82075019.5405.0060.0000|8207.50.19|60|50|01|5405
692|BROCA CHATA DORMER 7/8 FPB|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
693|BROCA CHATA DORMER 9/16 FPB|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
694|BROCA CHATA DORMER 1/4 FPB|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
695|BROCA DORMER AR 1/16|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
696|BROCA DORMER AR 1/2|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
697|BROCA DORMER AR 1/4|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
698|BROCA DORMER AR 1/8|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
699|BROCA DORMER AR 11/32|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
700|BROCA DORMER AR 11/64|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
701|BROCA DORMER AR 13/64|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
702|BROCA DORMER AR 15/64|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
703|BROCA DORMER AR 17/64|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
704|BROCA DORMER AR 19/64|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
705|BROCA DORMER AR 3/16|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
706|BROCA DORMER AR 3/32|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
707|BROCA DORMER AR 3/8|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
708|BROCA DORMER AR 5/16|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
709|BROCA DORMER AR 5/32|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
710|BROCA DORMER AR 5/64|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
711|BROCA DORMER AR 7/16|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
712|BROCA DORMER AR 7/32|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
713|BROCA DORMER AR 7/64|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
714|BROCA DORMER AR 9/32|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
715|BROCA DORMER AR 9/64|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
716|BROCA DORMER AR VIDEA 10.0|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
718|BROCA DORMER AR VIDEA 5.0|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
720|BROCA DORMER AR VIDEA 8.0|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
721|BROCA P/MOURAO 19/64|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
722|BROCA P/MOURAO 3/8|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
723|BROCA P/MOURAO 5/16|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
724|BROCA DE VIDEA 4 X 60 MM|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
725|BROCAS DE VIDEA 5MM|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
726|BROCAS DE VIDEA 6MM|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
727|BROCAS DE VIDEA 8MM|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
728|BROCAS DE VIDEA MAKITAO|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
729|BROCAS DE VIDEA SUPER JET|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
730|BUCHA M6 X 15Z|73181500.5405.0500.0000|73181500.5405.0060.0000|7318.15.00|60|50|01|5405
731|BUCHA 10|73181500.5405.0500.0000|73181500.5405.0060.0000|7318.15.00|60|50|01|5405
732|BUCHA 10X7 MARFIM|73181500.5405.0500.0000|73181500.5405.0060.0000|7318.15.00|60|50|01|5405
733|BUCHA 5|73181500.5405.0500.0000|73181500.5405.0060.0000|7318.15.00|60|50|01|5405
734|BUCHA 5X9 MARFIM|73181500.5405.0500.0000|73181500.5405.0060.0000|7318.15.00|60|50|01|5405
735|BUCHA 6|73181500.5405.0500.0000|73181500.5405.0060.0000|7318.15.00|60|50|01|5405
736|BUCHA 7|73181500.5405.0500.0000|73181500.5405.0060.0000|7318.15.00|60|50|01|5405
737|BUCHA 8|73181500.5405.0500.0000|73181500.5405.0060.0000|7318.15.00|60|50|01|5405
738|BUCHA N.30 08X08 M4|73181500.5405.0500.0000|73181500.5405.0060.0000|7318.15.00|60|50|01|5405
739|BUCHA N.33 10X11 M6|73181500.5405.0500.0000|73181500.5405.0060.0000|7318.15.00|60|50|01|5405
740|BUCHA N.74 10X10 M4|73181500.5405.0500.0000|73181500.5405.0060.0000|7318.15.00|60|50|01|5405
741|BUCHA PARA SUPTE PRATA|73181500.5405.0500.0000|73181500.5405.0060.0000|7318.15.00|60|50|01|5405
742|BUCHA PARA SUPTE PRATA|73181500.5405.0500.0000|73181500.5405.0060.0000|7318.15.00|60|50|01|5405
743|CABIDE CLASSIC DUP CRO CEREJEIRA|||8302.50.00|00|50|01|5102
744|CABIDE CLASSIC DUP CRO MARFIM|||8302.50.00|00|50|01|5102
745|CABIDE CLASSIC DUP CRO MOGNO|||8302.50.00|00|50|01|5102
746|CABIDE CLASSIC DUP L.P CEREJEIRA|||8302.50.00|00|50|01|5102
747|CABIDE CLASSIC DUP L.P MARFIM|||8302.50.00|00|50|01|5102
748|CABIDE CLASSIC DUP L.P MOGNO|||8302.50.00|00|50|01|5102
749|CABIDE CLASSIC TRI CRO CEREJEIRA|||8302.50.00|00|50|01|5102
750|CABIDE CLASSIC TRI CRO MARFIM|||8302.50.00|00|50|01|5102
751|CABIDE CLASSIC TRI CRO MOGNO|||8302.50.00|00|50|01|5102
752|CABIDE CLASSIC TRI L.P CEREJEIRA|||8302.50.00|00|50|01|5102
753|CABIDE CLASSIC TRI L.P MARFIM|||8302.50.00|00|50|01|5102
754|CABIDE CLASSIC TRI L.P MOGNO|||8302.50.00|00|50|01|5102
755|CABIDE CLASSIC UNI CRO CEREJEIRA|||8302.50.00|00|50|01|5102
756|CABIDE CLASSIC UNI CRO MARFIM|||8302.50.00|00|50|01|5102
757|CABIDE CLASSIC UNI CRO MOGNO|||8302.50.00|00|50|01|5102
758|CABIDE CLASSIC UNI L.P CEREJEIRA|||8302.50.00|00|50|01|5102
759|CABIDE CLASSIC UNI L.P MARFIM|||8302.50.00|00|50|01|5102
760|CABIDE CLASSIC UNI L.P MOGNO|||8302.50.00|00|50|01|5102
761|CABIDE SIMPLES DUPLO CEREJEIRA|||8302.50.00|00|50|01|5102
762|CABIDE SIMPLES DUPLO MARFIM|||8302.50.00|00|50|01|5102
763|CABIDE SIMPLES DUPLO MOGNO|||8302.50.00|00|50|01|5102
764|CABIDE SIMPLES TRIPLO CEREIJEIRA|||8302.50.00|00|50|01|5102
765|CABIDE SIMPLES TRIPLO MARFIM|||8302.50.00|00|50|01|5102
766|CABIDE SIMPLES TRIPLO MOGNO|||8302.50.00|00|50|01|5102
767|CABIDE SIMPLES UNITARIO CEREJEIRA|||8302.50.00|00|50|01|5102
768|CABIDE SIMPLES UNITARIO MARFIM|||8302.50.00|00|50|01|5102
769|CABIDE SIMPLES UNITARIO MOGNO|||8302.50.00|00|50|01|5102
770|RODIZIO SQ 50 S/TRAVA|||8302.20.00|00|50|01|5102
771|CABIDEIRO EXTENSIVEL|||8302.50.00|00|50|01|5102
772|CABIDEIRO GIRATORIO|||8302.50.00|00|50|01|5102
773|CABIDEIRO GIRATORIO CRO|||8302.50.00|00|50|01|5102
779|CADEADO STAM 30|83011000.5405.0500.0000|83011000.5405.0060.0000|8301.10.00|60|50|01|5405
780|CADEADO STAM 35|83011000.5405.0500.0000|83011000.5405.0060.0000|8301.10.00|60|50|01|5405
781|CADEADO STAM 20|83011000.5405.0500.0000|83011000.5405.0060.0000|8301.10.00|60|50|01|5405
782|CADEADO PADO  25MM|83011000.5405.0500.0000|83011000.5405.0060.0000|8301.10.00|60|50|01|5405
783|CADEADO STAM 30|83011000.5405.0500.0000|83011000.5405.0060.0000|8301.10.00|60|50|01|5405
784|CADEADO PAPAIZ 35|83011000.5405.0500.0000|83011000.5405.0060.0000|8301.10.00|60|50|01|5405
