225|PREGO DE COBRE 16X24|UN||73.469|20.00|49.00|85.00|1||500|0.00|0.00|0.00|0.00|85.00|7415.10.00|5.405|-18.0000
01002|EUCALIPTO TRATADO C/2,20|UN||85.000|20.00|8.00|14.80|1||500|0.00|0.00|0.00|0.00|14.80|4407.99.90|5.405|-1106.0000
0105|MAX-AIR RETO SALIGNA 60X120|UN||67.785|20.00|149.00|250.00|1||500|0.00|0.00|0.00|0.00|250.00|4418.10.00|5.405|-7.0000
0106|VITRO ARCO ITAUBA 120X120|UN||66.777|20.00|301.00|502.00|1||500|0.00|0.00|0.00|0.00|502.00|4418.10.00|5.405|2.0000
0107|VITRO ARCO ITAUBA 140X120|UN||67.722|20.00|316.00|530.00|1||500|0.00|0.00|0.00|0.00|530.00|4418.10.00|5.405|0.0000
0108|JANELA VVA ARCO ITAUBA 120X120|UN||38.824|20.00|425.00|590.00|1||500|0.00|0.00|0.00|0.00|590.00|4418.10.00|5.405|-6.0000
0109|JANELA VVA RETA ITAUBA 120X120|UN||68.571|20.00|350.00|590.00|1||500|0.00|0.00|0.00|0.00|590.00|4418.10.00|5.405|-12.0000
0110|JANELA VVC SALIGNA 160X1,20|UN||80.723|20.00|415.00|750.00|1||500|0.00|0.00|0.00|0.00|750.00|4418.10.00|5.405|-4.0000
0111|PORTA VENEZIANA SALIGNA 70X2,10|UN||86.207|20.00|145.00|270.00|1||500|0.00|0.00|0.00|0.00|270.00|4418.20.00|5.405|5.0000
0112|PORTA VENEZIANA ITAUBA 60X2,10|UN||89.189|20.00|185.00|350.00|1||500|0.00|0.00|0.00|0.00|350.00|4418.20.00|5.405|6.0000
0113|PORTA VENEZIANA ITAUBA 70X2,10|UN||98.953|20.00|191.00|380.00|1||500|0.00|0.00|0.00|0.00|380.00|4418.20.00|5.405|8.0000
0114|PORTA CAIXILHO 60X2,10|UN||69.643|20.00|112.00|190.00|1||500|0.00|0.00|0.00|0.00|190.00|4418.20.00|5.405|-2.0000
0115|PORTA CAIXILHO 70X2,10|UN||69.231|20.00|130.00|220.00|1||500|0.00|0.00|0.00|0.00|220.00|4418.20.00|5.405|1.0000
0116|PORTA CAIXILHO 80X2,10|UN||170.115|20.00|87.00|235.00|1||500|0.00|0.00|0.00|0.00|235.00|4418.20.00|5.405|7.0000
0117|PORTA VENEZIANA SALIGNA 50X2,10|UN||70.068|20.00|147.00|250.00|1||500|0.00|0.00|0.00|0.00|250.00|4418.20.00|5.405|6.0000
0118|RESINADO MR 12 M/M / 220X110|CH||67.347|20.00|24.50|41.00|1||500|0.00|0.00|0.00|0.00|41.00|4412.99.00|5.405|-2.0000
0120|TELHA PORTUGUESA MARFIM|UN||81.818|20.00|0.99|1.80|1||102|0.00|0.00|0.00|0.00|1.80|3925.90.90|5.102|-18223.0000
1300|MEIA CANA ANGELIN|ML||105.556|20.00|1.80|3.70|2||102|0.00|0.00|0.00|0.00|3.70|4407.24.90|5.102|206.5000
0121|FECHADURA TEK EXT CROMADA|UN||92.771|20.00|33.20|64.00|1||500|0.00|0.00|0.00|0.00|64.00|8301.40.00|5.405|21.0000
0122|FECHADURA TEK INT CROMADA|UN||67.347|20.00|24.50|41.00|1||500|0.00|0.00|0.00|0.00|41.00|8301.40.00|5.405|-14.0000
